Id;X;Y;Surface;Altitude;Type;Maladie;Date
2926;55,44054464;-21,24280213;3015,417473;531,3283801;Officiel;0;17/09/2019
2927;55,40069008;-21,2072403;1656,809108;894,2817906;NA;NA;NA
2928;55,39970074;-21,20606544;2152,469141;903,9698871;NA;NA;NA
2929;55,3996819;-21,20676195;3145,219383;901,9424193;NA;NA;NA
2930;55,39977906;-21,20719765;4009,167758;898,8307289;NA;NA;NA
2931;55,47775005;-21,02875919;2038,890903;1091,656771;Officiel;0;20/08/2019
2932;55,50889343;-21,2406677;4414,788634;814,7236178;Officiel;0;28/08/2018
2933;55,55472474;-21,29646437;1140,491427;819,3265493;NA;NA;NA
2934;55,44535474;-21,29615046;506,2674654;100,4269994;NA;NA;NA
2935;55,23482811;-21,05845589;6452,672672;78,69073176;Officiel;0;31/07/2018
2936;55,25401579;-21,06125618;2773,851685;297,1180542;Officiel;0;31/07/2018
2937;55,54271806;-21,02402264;525,0652934;442,7037935;Mixte;0;26/06/2018
2938;55,54310297;-21,02381887;1462,153831;438,7910738;Officiel;0;20/08/2019
2939;55,41075909;-21,21029767;343,3572936;943,0999102;NA;NA;NA
2940;55,6149005;-21,02434642;1367,14835;672,1360494;Officiel;0;19/02/2019
2941;55,51363142;-21,02895153;2354,112178;813,8377499;Officiel;0;20/08/2019
2942;55,59257203;-21,33578157;2244,170738;696,146731;Officiel;0;19/03/2019
2943;55,50979075;-21,24196935;4061,356062;807,4333678;Officiel;0;28/08/2018
2944;55,31259278;-21,21629;517,348874;275,3442508;Officiel;0;31/07/2018
2945;55,25869655;-21,08357049;6073,965003;321,9989564;NA;NA;NA
2946;55,40077628;-21,22185237;3108,279417;773,251401;NA;NA;NA
2947;55,53683479;-21,26423697;777,1024464;764,8152714;NA;NA;NA
2948;55,53672215;-21,26481109;170,5747614;765,2723127;Officiel;1;19/03/2019
2949;55,54819739;-21,33350052;6207,617937;472,8114897;Officiel;0;28/08/2018
2950;55,52070173;-21,31316176;2116,107855;421,6957647;NA;NA;NA
2952;55,35477778;-21,25666426;3372,627023;49,8440018;NA;NA;NA
2953;55,35257583;-21,25165343;1962,176976;110,3024621;NA;NA;NA
2954;55,6581249;-21,35414242;975,617838;339,2329788;NA;NA;NA
2955;55,52498286;-21,22157277;394,6997789;1103,937557;NA;NA;NA
2956;55,51324798;-21,23023146;2182,540422;951,6154741;NA;NA;NA
2957;55,51307355;-21,23352564;3876,546785;908,6003076;NA;NA;NA
2958;55,55636898;-21,34220416;153,6468638;433,0059753;NA;NA;NA
3154;55,60780989;-20,99826747;11647,2049;205,0049613;NA;NA;NA
3155;55,53212121;-21,04312325;230,9186355;654,6696099;NA;NA;NA
3156;55,53396181;-21,05055231;1628,884235;708,4220851;NA;NA;NA
3161;55,46990508;-21,22915328;1877,093136;460,3118547;NA;NA;NA
3168;55,47525162;-21,16811121;1146,17538;856,8484074;NA;NA;NA
3169;55,47470722;-21,16827413;768,9400054;836,0329208;NA;NA;NA
3176;55,46429093;-21,14469838;5580,551107;1083,527809;NA;NA;NA
3177;55,47340326;-21,14427645;3633,517198;1132,481572;NA;NA;NA
3179;55,51251352;-21,06522146;1305,438266;926,9441581;NA;NA;NA
3303;55,47223939;-21,1671333;812,9010405;859,1743216;NA;NA;NA
3304;55,47250777;-21,16734028;300,2502367;853,8079093;NA;NA;NA
3305;55,47910116;-21,17943193;373,0635744;946,4913115;NA;NA;NA
3306;55,47947666;-21,18169131;47,9282642;933,4216003;NA;NA;NA
3307;55,47954513;-21,182299;699,4775336;936,4194423;NA;NA;NA
3308;55,47728404;-21,16892454;282,1153635;877,0500066;NA;NA;NA
3309;55,46502438;-21,14844871;817,5522609;1047,752957;NA;NA;NA
3310;55,46519802;-21,14820339;263,8944272;1045,944702;NA;NA;NA
3311;55,46495393;-21,14827829;223,530895;1042,673167;NA;NA;NA
3312;55,46529924;-21,14806227;157,4787657;1046,607561;NA;NA;NA
3313;55,46523708;-21,14760845;56,07526326;1042,498617;NA;NA;NA
3314;55,46492287;-21,14813997;28,48490079;1039,175354;NA;NA;NA
3315;55,46477496;-21,14829752;68,33351058;1040,801188;NA;NA;NA
3316;55,47306902;-21,14363799;1070,529093;1144,191747;NA;NA;NA
3317;55,46938705;-21,14242526;174,3374746;1173,774563;NA;NA;NA
